seq,event_time,from,to,amount_minor
8145,2026-08-27T13:54:00Z,c119,c128,1534
8146,2026-08-27T13:56:00Z,c047,c065,6424
8147,2026-08-27T13:56:00Z,c119,m003,1673
8148,2026-08-27T13:59:00Z,c012,m003,1284
8149,2026-08-27T14:00:00Z,c083,c028,1589
8150,2026-08-27T14:01:00Z,c020,x-structuring-04-0,900000
8151,2026-08-27T14:01:00Z,c127,m037,11619
8152,2026-08-27T14:02:00Z,c119,m020,1452
8153,2026-08-27T14:04:00Z,c155,m039,1575
8154,2026-08-27T14:04:00Z,c170,m005,1254
8155,2026-08-27T14:06:00Z,c079,m032,12876
8156,2026-08-27T14:07:00Z,c056,c039,6983
8157,2026-08-27T14:07:00Z,c155,m027,1411
8158,2026-08-27T14:12:00Z,c094,m038,32015
8159,2026-08-27T14:12:00Z,c155,m038,50000
8160,2026-08-27T14:12:00Z,c155,m039,1317
8161,2026-08-27T14:13:00Z,c024,m003,2627
8162,2026-08-27T14:14:00Z,c059,m014,240000
8163,2026-08-27T14:14:00Z,c109,c026,2339
8164,2026-08-27T14:15:00Z,c104,m037,6859
8165,2026-08-27T14:15:00Z,c163,c129,3073
8166,2026-08-27T14:16:00Z,c079,m032,9573
8167,2026-08-27T14:16:00Z,c109,m026,795
8168,2026-08-27T14:17:00Z,c140,m026,2976
8169,2026-08-27T14:19:00Z,c155,m039,997
8170,2026-08-27T14:22:00Z,c039,m036,8392
8171,2026-08-27T14:28:00Z,c019,m008,24485
8172,2026-08-27T14:29:00Z,c047,c069,9778
8173,2026-08-27T14:29:00Z,c113,m010,1294
8174,2026-08-27T14:32:00Z,c109,m028,881
8175,2026-08-27T14:33:00Z,c013,m014,19887
8176,2026-08-27T14:33:00Z,c106,c055,14200
8177,2026-08-27T14:36:00Z,c023,m038,1632
8178,2026-08-27T14:39:00Z,c048,c127,9157
8179,2026-08-27T14:39:00Z,c067,m038,2260
8180,2026-08-27T14:44:00Z,c000,m036,18845
8181,2026-08-27T14:47:00Z,c029,c175,3595
8182,2026-08-27T14:49:00Z,u-mule-04-1,m019,1027
8183,2026-08-27T14:49:00Z,u-mule-04-3,m034,1644
8184,2026-08-27T14:54:00Z,c048,c127,7168
8185,2026-08-27T14:55:00Z,c102,m030,7096
8186,2026-08-27T15:06:00Z,c022,m009,1370
8187,2026-08-27T15:11:00Z,c174,m022,1732
8188,2026-08-27T15:12:00Z,c023,m026,2179
8189,2026-08-27T15:12:00Z,c056,m010,27032
8190,2026-08-27T15:13:00Z,c020,x-structuring-04-0,940000
8191,2026-08-27T15:18:00Z,c012,m007,1643
8192,2026-08-27T15:18:00Z,c075,m027,16650
8193,2026-08-27T15:25:00Z,c017,m016,7472
8194,2026-08-27T15:26:00Z,c070,m029,4815
8195,2026-08-27T15:31:00Z,c080,m034,3155
8196,2026-08-27T15:34:00Z,c018,m022,15025
8197,2026-08-27T15:38:00Z,c085,m022,1893
8198,2026-08-27T15:49:00Z,u-mule-04-0,m020,1639
8199,2026-08-27T15:52:00Z,c024,c083,3300
8200,2026-08-27T15:55:00Z,c072,m015,7978
8201,2026-08-27T15:56:00Z,c081,m024,3415
8202,2026-08-27T15:57:00Z,c097,m034,1018
8203,2026-08-27T16:01:00Z,c010,m009,6972
8204,2026-08-27T16:06:00Z,c162,m001,14202
8205,2026-08-27T16:07:00Z,c116,m027,2018
8206,2026-08-27T16:13:00Z,c003,m003,2526
8207,2026-08-27T16:13:00Z,c123,m009,2674
8208,2026-08-27T16:17:00Z,c129,m035,11994
8209,2026-08-27T16:18:00Z,c168,m016,25142
8210,2026-08-27T16:19:00Z,c007,m010,26661
8211,2026-08-27T16:23:00Z,c007,c177,17743
8212,2026-08-27T16:23:00Z,c013,m012,23213
8213,2026-08-27T16:24:00Z,c007,m036,20291
8214,2026-08-27T16:24:00Z,c116,m017,4196
8215,2026-08-27T16:25:00Z,c007,m010,29557
8216,2026-08-27T16:28:00Z,c018,c170,20014
8217,2026-08-27T16:31:00Z,c084,m031,10183
8218,2026-08-27T16:32:00Z,c048,c127,7269
8219,2026-08-27T16:40:00Z,c168,m021,19892
8220,2026-08-27T16:41:00Z,c013,m012,17282
8221,2026-08-27T16:41:00Z,c047,c089,4900
8222,2026-08-27T16:43:00Z,c130,c095,10206
8223,2026-08-27T16:44:00Z,c091,m024,3762
8224,2026-08-27T16:45:00Z,c152,m017,26179
8225,2026-08-27T16:49:00Z,c064,m029,4857
8226,2026-08-27T17:10:00Z,c028,m031,1468
8227,2026-08-27T17:15:00Z,c091,c069,8278
8228,2026-08-27T17:17:00Z,c026,m018,2028
8229,2026-08-27T17:24:00Z,c173,c047,3831
8230,2026-08-27T17:26:00Z,c083,m023,659
8231,2026-08-27T17:43:00Z,c091,m013,9888
8232,2026-08-27T17:49:00Z,c072,c071,9032
8233,2026-08-27T17:52:00Z,c118,m027,1789
8234,2026-08-27T17:54:00Z,c047,c065,120000
8235,2026-08-27T17:59:00Z,c156,m001,14929
8236,2026-08-27T18:08:00Z,c028,c021,640
8237,2026-08-27T18:08:00Z,c102,c064,9585
8238,2026-08-27T18:15:00Z,c049,c040,1634
8239,2026-08-27T18:18:00Z,c125,c073,7221
8240,2026-08-27T18:21:00Z,c175,m028,1996
8241,2026-08-27T18:22:00Z,c047,c089,7487
8242,2026-08-27T18:22:00Z,c082,m033,14747
8243,2026-08-27T18:23:00Z,c175,c009,2737
8244,2026-08-27T18:25:00Z,c080,m036,9851
8245,2026-08-27T18:27:00Z,c033,m002,2519
8246,2026-08-27T18:27:00Z,c116,m027,4442
8247,2026-08-27T18:29:00Z,c175,c177,2614
8248,2026-08-27T18:30:00Z,c047,m020,3423
8249,2026-08-27T18:31:00Z,c033,m035,1109
8250,2026-08-27T18:32:00Z,c173,x-structuring-14-0,910000
8251,2026-08-27T18:33:00Z,c033,m003,1589
8252,2026-08-27T18:34:00Z,c024,m010,2888
8253,2026-08-27T18:36:00Z,c175,m014,1308
8254,2026-08-27T18:39:00Z,c033,m004,1804
8255,2026-08-27T18:39:00Z,c122,m031,4612
8256,2026-08-27T18:45:00Z,c125,m001,2715
8257,2026-08-27T18:53:00Z,c128,m019,732
8258,2026-08-27T18:59:00Z,c178,m005,7890
8259,2026-08-27T19:08:00Z,c064,c149,3620
8260,2026-08-27T19:15:00Z,c067,m035,2778
8261,2026-08-27T19:24:00Z,c011,x-structuring-03-1,900000
8262,2026-08-27T19:24:00Z,c123,m039,2007
8263,2026-08-27T19:26:00Z,c068,c054,23390
8264,2026-08-27T19:28:00Z,c068,m038,12989
8265,2026-08-27T19:29:00Z,c142,m005,14259
8266,2026-08-27T19:33:00Z,c055,c070,1034
8267,2026-08-27T19:33:00Z,c096,c037,22537
8268,2026-08-27T19:35:00Z,c160,m031,7870
8269,2026-08-27T19:36:00Z,c068,c102,6611
8270,2026-08-27T19:40:00Z,c067,m006,2015
8271,2026-08-27T19:44:00Z,c068,m019,16900
8272,2026-08-27T19:45:00Z,c178,m009,9036
8273,2026-08-27T19:50:00Z,c176,m022,10239
8274,2026-08-27T20:05:00Z,c018,m022,64385
8275,2026-08-27T20:07:00Z,c148,c046,23467
8276,2026-08-27T20:08:00Z,c173,x-structuring-14-0,970000
8277,2026-08-27T20:12:00Z,c148,m032,14987
8278,2026-08-27T20:12:00Z,c152,m032,8174
8279,2026-08-27T20:16:00Z,c178,m035,4411
8280,2026-08-27T20:17:00Z,c148,m035,43228
8281,2026-08-27T20:19:00Z,c148,c046,400000
8282,2026-08-27T20:19:00Z,c148,m013,19782
8283,2026-08-27T20:22:00Z,c118,m031,1204
8284,2026-08-27T20:27:00Z,c160,c065,8692
8285,2026-08-27T20:38:00Z,c073,c154,11932
8286,2026-08-27T20:45:00Z,c018,m032,14885
8287,2026-08-27T20:48:00Z,c051,c101,4036
8288,2026-08-27T20:58:00Z,c161,m001,7174
8289,2026-08-27T21:10:00Z,c147,m032,11594
8290,2026-08-27T21:19:00Z,c154,c069,1767
8291,2026-08-27T21:23:00Z,c154,c069,7967
8292,2026-08-27T21:25:00Z,c154,m016,120000
8293,2026-08-27T21:31:00Z,c128,m002,566
8294,2026-08-27T21:44:00Z,c087,m022,35012
8295,2026-08-27T21:55:00Z,c118,m029,1354
8296,2026-08-27T22:15:00Z,c172,c151,1708
8297,2026-08-27T22:19:00Z,c086,m003,7484
8298,2026-08-27T22:37:00Z,c128,m021,1584
8299,2026-08-27T23:31:00Z,c096,m015,43006
8300,2026-08-28T00:22:00Z,c096,m003,26539
8301,2026-08-28T01:22:00Z,c139,x-takeover-00-0,580000
8302,2026-08-28T02:55:00Z,c137,m005,2701
8303,2026-08-28T03:41:00Z,c135,m034,17381
8304,2026-08-28T04:19:00Z,c057,m002,4508
8305,2026-08-28T04:20:00Z,c137,c110,4797
8306,2026-08-28T05:14:00Z,u-mule-11-2,m031,2993
8307,2026-08-28T05:20:00Z,c021,m038,6264
8308,2026-08-28T05:42:00Z,u-mule-14-2,m036,1023
8309,2026-08-28T06:14:00Z,c042,c013,22858
8310,2026-08-28T06:14:00Z,u-mule-11-0,m016,1804
8311,2026-08-28T06:15:00Z,c031,c103,2896
8312,2026-08-28T06:17:00Z,c042,m019,400000
8313,2026-08-28T06:18:00Z,c063,m031,1503
8314,2026-08-28T06:19:00Z,c031,m026,7208
8315,2026-08-28T06:26:00Z,c042,m030,41426
8316,2026-08-28T06:36:00Z,c053,m025,17735
8317,2026-08-28T06:40:00Z,c053,m015,22982
8318,2026-08-28T06:42:00Z,c053,m001,8146
8319,2026-08-28T06:42:00Z,u-mule-14-1,m031,2306
8320,2026-08-28T06:43:00Z,c006,m031,7234
8321,2026-08-28T06:54:00Z,c031,c103,2395
8322,2026-08-28T06:54:00Z,c053,m001,19395
8323,2026-08-28T07:00:00Z,c005,m027,120000
8324,2026-08-28T07:01:00Z,c060,m029,11519
8325,2026-08-28T07:02:00Z,c099,m007,1546
8326,2026-08-28T07:14:00Z,u-mule-11-1,m006,2599
8327,2026-08-28T07:14:00Z,u-mule-11-3,m003,1393
8328,2026-08-28T07:15:00Z,c060,m003,10855
8329,2026-08-28T07:22:00Z,c057,m009,2432
8330,2026-08-28T07:24:00Z,c006,m032,11811
8331,2026-08-28T07:36:00Z,c107,m015,1742
8332,2026-08-28T07:37:00Z,c095,m008,1617
8333,2026-08-28T07:42:00Z,u-mule-13-1,m027,2123
8334,2026-08-28T07:42:00Z,u-mule-13-2,m009,1539
8335,2026-08-28T07:42:00Z,u-mule-14-0,m034,3105
8336,2026-08-28T07:49:00Z,c021,m026,23116
8337,2026-08-28T07:54:00Z,c135,m024,12450
8338,2026-08-28T08:07:04Z,c151,x-burst-10-2,10003
8339,2026-08-28T08:08:02Z,c151,x-burst-10-1,1564
8340,2026-08-28T08:09:24Z,c151,x-burst-10-2,14763
8341,2026-08-28T08:10:32Z,c151,x-burst-10-2,4894
8342,2026-08-28T08:11:13Z,c151,x-burst-10-2,9756
8343,2026-08-28T08:12:00Z,c063,m029,5845
8344,2026-08-28T08:12:10Z,c151,x-burst-10-2,4960
8345,2026-08-28T08:12:59Z,c151,x-burst-10-0,9265
8346,2026-08-28T08:14:26Z,c151,x-burst-10-1,6575
8347,2026-08-28T08:15:20Z,c151,x-burst-10-2,6147
8348,2026-08-28T08:15:47Z,c151,x-burst-10-2,2085
8349,2026-08-28T08:16:00Z,c162,m026,15508
8350,2026-08-28T08:18:00Z,c095,m008,1389
8351,2026-08-28T08:42:00Z,u-mule-13-3,m018,2182
8352,2026-08-28T08:44:00Z,c005,c011,6935
8353,2026-08-28T08:50:00Z,c090,c044,21637
8354,2026-08-28T08:52:00Z,c060,m023,13389
8355,2026-08-28T08:55:00Z,c110,c142,8867
8356,2026-08-28T08:59:00Z,c050,c063,5267
8357,2026-08-28T08:59:00Z,c100,m012,4821
8358,2026-08-28T09:03:00Z,c035,m011,944
8359,2026-08-28T09:03:00Z,c050,m015,3554
8360,2026-08-28T09:03:00Z,c126,m008,4267
8361,2026-08-28T09:04:00Z,c050,c089,13374
8362,2026-08-28T09:05:00Z,c050,c063,3292
8363,2026-08-28T09:07:00Z,c050,m035,19070
8364,2026-08-28T09:07:00Z,c065,m001,400000
8365,2026-08-28T09:08:00Z,c000,c018,20271
8366,2026-08-28T09:20:00Z,c045,m039,3324
8367,2026-08-28T09:25:00Z,c045,m001,60000
8368,2026-08-28T09:29:00Z,c100,m012,4209
8369,2026-08-28T09:29:00Z,c133,c155,2754
8370,2026-08-28T09:30:00Z,c045,m008,1374
8371,2026-08-28T09:34:00Z,c139,m026,31894
8372,2026-08-28T09:35:00Z,c103,m026,2474
8373,2026-08-28T09:35:00Z,c163,c017,5759
8374,2026-08-28T09:38:00Z,c032,m039,2561
8375,2026-08-28T09:38:00Z,c139,m032,19371
8376,2026-08-28T09:42:00Z,u-mule-13-0,m036,2028
8377,2026-08-28T09:44:00Z,c139,m028,11547
8378,2026-08-28T09:45:00Z,c093,m024,1071
8379,2026-08-28T09:47:00Z,c005,c011,2209
8380,2026-08-28T09:48:00Z,c127,m010,1954
8381,2026-08-28T09:49:00Z,c171,m031,9309
8382,2026-08-28T09:51:00Z,c120,x-structuring-09-0,980000
8383,2026-08-28T09:54:00Z,c040,m000,19091
8384,2026-08-28T09:55:00Z,c043,x-structuring-00-0,940000
8385,2026-08-28T09:57:00Z,c143,m016,1255
8386,2026-08-28T09:59:00Z,c103,x-structuring-06-0,990000
8387,2026-08-28T10:02:00Z,c021,m002,13053
8388,2026-08-28T10:03:00Z,c065,m030,51260
8389,2026-08-28T10:04:00Z,c133,m009,1627
8390,2026-08-28T10:17:00Z,c016,m006,5785
8391,2026-08-28T10:17:00Z,c035,m011,1703
8392,2026-08-28T10:19:00Z,c121,m014,10641
8393,2026-08-28T10:40:00Z,c066,c158,6763
8394,2026-08-28T10:42:00Z,c006,m025,10670
8395,2026-08-28T10:43:00Z,c131,m025,7118
8396,2026-08-28T10:49:00Z,c030,m037,602
8397,2026-08-28T10:58:00Z,c085,m023,1474
8398,2026-08-28T11:02:00Z,c015,c073,17567
8399,2026-08-28T11:03:00Z,c109,c026,1215
8400,2026-08-28T11:03:00Z,c157,m019,15945
8401,2026-08-28T11:05:00Z,c157,m000,14618
8402,2026-08-28T11:06:00Z,c090,c129,16654
8403,2026-08-28T11:10:00Z,c076,m009,32589
8404,2026-08-28T11:10:00Z,c093,m007,1073
8405,2026-08-28T11:10:00Z,c169,m014,18605
8406,2026-08-28T11:12:00Z,c169,m009,31941
8407,2026-08-28T11:13:00Z,c008,m036,9627
8408,2026-08-28T11:13:00Z,c033,m002,2749
8409,2026-08-28T11:13:00Z,c065,c137,50636
8410,2026-08-28T11:14:00Z,c105,m026,1859
8411,2026-08-28T11:15:00Z,c059,m002,13828
8412,2026-08-28T11:19:00Z,c013,m012,26200
8413,2026-08-28T11:20:00Z,c169,m039,7311
8414,2026-08-28T11:21:00Z,c038,m009,4605
8415,2026-08-28T11:23:00Z,c002,c048,4631
8416,2026-08-28T11:26:00Z,c002,m029,6707
8417,2026-08-28T11:27:00Z,c002,c048,8668
8418,2026-08-28T11:27:00Z,c047,m000,4172
8419,2026-08-28T11:34:00Z,c015,c060,10819
8420,2026-08-28T11:37:00Z,c109,m032,1441
8421,2026-08-28T11:39:00Z,c085,m023,894
8422,2026-08-28T11:40:00Z,c120,x-structuring-09-0,990000
8423,2026-08-28T11:41:00Z,c013,m010,14810
8424,2026-08-28T11:41:00Z,c037,m006,29177
8425,2026-08-28T11:45:00Z,c092,m035,1311
8426,2026-08-28T11:52:00Z,c105,c176,833
8427,2026-08-28T11:55:00Z,c120,x-structuring-09-0,960000
8428,2026-08-28T12:03:00Z,c110,m028,6436
8429,2026-08-28T12:03:00Z,c156,m001,15099
8430,2026-08-28T12:05:00Z,c008,m032,3384
8431,2026-08-28T12:11:00Z,c030,m020,1231
8432,2026-08-28T12:13:00Z,c071,m000,12618
8433,2026-08-28T12:16:00Z,c108,m026,2161
8434,2026-08-28T12:18:00Z,c000,m027,12828
8435,2026-08-28T12:22:00Z,c022,m035,1269
8436,2026-08-28T12:22:00Z,c141,m010,1026
8437,2026-08-28T12:23:00Z,c153,m009,27342
8438,2026-08-28T12:24:00Z,c038,m023,3924
8439,2026-08-28T12:25:00Z,c108,m033,1559
8440,2026-08-28T12:26:00Z,c079,m032,18501
8441,2026-08-28T12:33:00Z,c061,m023,10515
8442,2026-08-28T12:33:00Z,c111,m017,14483
8443,2026-08-28T12:34:00Z,c131,m025,12671
8444,2026-08-28T12:35:00Z,c039,m018,5412
8445,2026-08-28T12:44:00Z,c037,c061,13811
8446,2026-08-28T12:45:00Z,c158,m033,3097
8447,2026-08-28T12:55:00Z,c047,m000,11647
8448,2026-08-28T12:58:00Z,c046,c073,9455
8449,2026-08-28T12:58:00Z,c071,m009,9518
8450,2026-08-28T13:02:00Z,c176,c053,3697
8451,2026-08-28T13:04:00Z,c046,c098,4490
8452,2026-08-28T13:06:00Z,c046,m010,5773
8453,2026-08-28T13:10:00Z,c046,m001,4342
8454,2026-08-28T13:13:00Z,c046,c098,8239
8455,2026-08-28T13:13:00Z,c046,m004,8265
8456,2026-08-28T13:14:00Z,c046,c098,6449
8457,2026-08-28T13:17:00Z,c022,m031,3690
8458,2026-08-28T13:18:00Z,c020,c058,9177
8459,2026-08-28T13:20:00Z,c000,m039,15465
8460,2026-08-28T13:20:00Z,c141,u-mule-09-0,25500
8461,2026-08-28T13:27:00Z,c108,c095,3440
8462,2026-08-28T13:29:00Z,c019,m013,16117
8463,2026-08-28T13:31:00Z,u-mule-09-0,u-mule-09-1,23715
8464,2026-08-28T13:34:00Z,u-mule-09-1,u-mule-09-2,22292
8465,2026-08-28T13:36:00Z,c035,c005,1041
8466,2026-08-28T13:40:00Z,c146,m023,14880
8467,2026-08-28T13:42:00Z,c014,m005,2719
8468,2026-08-28T13:45:00Z,c047,c069,3643
8469,2026-08-28T13:47:00Z,c059,m030,14909
8470,2026-08-28T13:48:00Z,c000,m039,16326
8471,2026-08-28T13:48:00Z,c108,m038,1917
8472,2026-08-28T13:49:00Z,c048,m022,5828
8473,2026-08-28T13:52:00Z,c020,c143,19683
8474,2026-08-28T13:52:00Z,c066,m025,5016
8475,2026-08-28T13:52:00Z,c168,c108,20218
8476,2026-08-28T13:52:00Z,u-mule-09-2,x-mule-09-0,21400
8477,2026-08-28T13:53:00Z,c014,m031,4727
8478,2026-08-28T13:54:00Z,c079,m023,16869
8479,2026-08-28T13:57:00Z,c066,c173,9447
8480,2026-08-28T14:00:00Z,c058,m000,4162
8481,2026-08-28T14:01:00Z,c083,m011,3278
8482,2026-08-28T14:04:00Z,c076,m038,22167
8483,2026-08-28T14:04:00Z,c116,m025,5003
8484,2026-08-28T14:06:00Z,c020,m005,15017
8485,2026-08-28T14:08:00Z,c020,m025,8896
8486,2026-08-28T14:16:00Z,c048,c127,6016
8487,2026-08-28T14:19:00Z,c007,c177,34673
8488,2026-08-28T14:30:00Z,c175,m004,836
8489,2026-08-28T14:32:00Z,c067,m035,1579
8490,2026-08-28T14:32:00Z,c140,m026,1874
8491,2026-08-28T14:35:00Z,c119,m020,4931
8492,2026-08-28T14:41:00Z,c014,m010,3919
8493,2026-08-28T14:41:00Z,c067,m008,3068
8494,2026-08-28T14:49:00Z,c156,m023,15051
8495,2026-08-28T14:57:00Z,c067,m008,1872
8496,2026-08-28T14:57:00Z,c161,m015,5537
8497,2026-08-28T14:58:00Z,c030,m021,1511
8498,2026-08-28T15:02:00Z,c089,m014,23859
8499,2026-08-28T15:02:00Z,c134,m028,27122
8500,2026-08-28T15:06:00Z,c089,m011,8888
8501,2026-08-28T15:06:00Z,c089,m037,20075
8502,2026-08-28T15:06:00Z,c150,c047,13617
8503,2026-08-28T15:07:00Z,c028,m037,1582
8504,2026-08-28T15:07:00Z,c134,m034,84314
8505,2026-08-28T15:08:00Z,c070,m036,2546
8506,2026-08-28T15:08:00Z,c134,m016,31494
8507,2026-08-28T15:18:00Z,c059,m014,10565
8508,2026-08-28T15:23:00Z,c047,c089,4445
8509,2026-08-28T15:27:00Z,c020,x-structuring-04-0,900000
8510,2026-08-28T15:27:00Z,c020,x-structuring-04-0,990000
8511,2026-08-28T15:30:00Z,c176,m029,7695
8512,2026-08-28T15:32:00Z,c067,u-mule-03-0,16500
8513,2026-08-28T15:34:00Z,c176,m031,2679
8514,2026-08-28T15:40:00Z,c081,m031,1607
8515,2026-08-28T15:42:00Z,c019,m013,34553
8516,2026-08-28T15:47:00Z,u-mule-03-0,u-mule-03-1,15840
8517,2026-08-28T15:49:00Z,c056,u-mule-04-0,204000
8518,2026-08-28T15:50:00Z,c074,m017,4755
8519,2026-08-28T15:52:00Z,c104,m003,15099
8520,2026-08-28T15:53:00Z,c051,c101,7454
8521,2026-08-28T15:58:00Z,c018,c170,9675
8522,2026-08-28T15:59:00Z,c113,m022,577
8523,2026-08-28T16:00:00Z,u-mule-04-0,u-mule-04-1,189720
8524,2026-08-28T16:01:00Z,u-mule-03-1,u-mule-03-2,14889
8525,2026-08-28T16:07:15Z,c075,x-burst-11-0,25562
8526,2026-08-28T16:08:00Z,u-mule-03-2,x-mule-03-0,14144
8527,2026-08-28T16:08:45Z,c075,x-burst-11-0,23580
8528,2026-08-28T16:10:00Z,c125,m013,8861
8529,2026-08-28T16:10:09Z,c075,x-burst-11-0,23013
8530,2026-08-28T16:10:29Z,c075,x-burst-11-0,21188
8531,2026-08-28T16:11:22Z,c075,x-burst-11-0,18230
8532,2026-08-28T16:12:41Z,c075,x-burst-11-0,24569
8533,2026-08-28T16:13:00Z,c074,c171,6135
8534,2026-08-28T16:14:11Z,c075,x-burst-11-0,9594
8535,2026-08-28T16:15:00Z,u-mule-04-1,u-mule-04-2,176439
8536,2026-08-28T16:15:02Z,c075,x-burst-11-0,20287
8537,2026-08-28T16:16:00Z,c013,m026,30922
8538,2026-08-28T16:16:00Z,c112,c132,10631
8539,2026-08-28T16:16:09Z,c075,x-burst-11-0,27737
8540,2026-08-28T16:17:01Z,c075,x-burst-11-0,60040
8541,2026-08-28T16:17:54Z,c075,x-burst-11-0,21723
8542,2026-08-28T16:19:23Z,c075,x-burst-11-0,19281
8543,2026-08-28T16:21:00Z,c029,c178,4220
8544,2026-08-28T16:21:00Z,c080,m034,3338
8545,2026-08-28T16:24:00Z,c161,m001,7274
8546,2026-08-28T16:25:00Z,c013,m007,24611
8547,2026-08-28T16:26:00Z,c007,m002,45090
8548,2026-08-28T16:28:00Z,c083,m009,2665
8549,2026-08-28T16:28:00Z,c156,m023,7886
8550,2026-08-28T16:31:00Z,c033,m003,1088
8551,2026-08-28T16:31:00Z,c056,c064,14232
8552,2026-08-28T16:35:00Z,u-mule-04-2,u-mule-04-3,171145
8553,2026-08-28T16:37:00Z,c037,c003,17538
8554,2026-08-28T16:38:00Z,c067,m008,1123
8555,2026-08-28T16:38:00Z,c155,m027,5405
8556,2026-08-28T16:46:00Z,c013,m026,26885
8557,2026-08-28T16:50:00Z,c159,m031,593
8558,2026-08-28T16:54:00Z,u-mule-04-3,x-mule-04-0,160876
8559,2026-08-28T16:57:00Z,c146,m008,15178
8560,2026-08-28T16:58:00Z,c012,c171,2136
8561,2026-08-28T17:13:00Z,c003,m026,2475
8562,2026-08-28T17:15:00Z,c156,m022,21064
8563,2026-08-28T17:18:00Z,c003,m026,936
8564,2026-08-28T17:20:00Z,c155,m038,1121
8565,2026-08-28T17:21:00Z,c003,c058,2484
8566,2026-08-28T17:22:00Z,c010,m022,60000
8567,2026-08-28T17:24:00Z,c125,m035,4904
8568,2026-08-28T17:26:00Z,c091,m021,5639
8569,2026-08-28T17:28:00Z,c003,m026,1769
8570,2026-08-28T17:32:00Z,c091,m021,7197
8571,2026-08-28T17:32:00Z,c091,m021,11090
8572,2026-08-28T17:34:00Z,c150,m022,23663
8573,2026-08-28T17:35:00Z,c097,m038,1546
8574,2026-08-28T17:37:00Z,c003,m036,2828
8575,2026-08-28T17:40:00Z,c097,m006,861
8576,2026-08-28T17:41:00Z,c097,m038,3652
8577,2026-08-28T17:42:00Z,c155,m025,1808
8578,2026-08-28T17:49:00Z,c140,m009,3134
8579,2026-08-28T17:50:00Z,c178,m026,13761
8580,2026-08-28T17:53:00Z,c017,c024,11297
8581,2026-08-28T17:53:00Z,c178,c042,8072
8582,2026-08-28T17:54:00Z,c178,m027,4702
8583,2026-08-28T17:59:00Z,c178,m009,120000
8584,2026-08-28T18:00:00Z,c011,m007,830
8585,2026-08-28T18:00:00Z,c012,m021,3938
8586,2026-08-28T18:00:00Z,c161,m004,3201
8587,2026-08-28T18:02:00Z,c155,m025,1866
8588,2026-08-28T18:14:00Z,c178,m009,4912
8589,2026-08-28T18:16:00Z,c028,m005,1268
8590,2026-08-28T18:16:00Z,c152,m036,9356
8591,2026-08-28T18:18:00Z,c055,m036,1946
8592,2026-08-28T18:19:00Z,c010,m003,3555
8593,2026-08-28T18:24:00Z,c083,m011,1496
8594,2026-08-28T18:25:00Z,c068,c102,6853
8595,2026-08-28T18:35:00Z,c055,m024,1947
8596,2026-08-28T18:38:00Z,c073,m010,16193
8597,2026-08-28T18:41:00Z,c044,c143,4379
8598,2026-08-28T18:42:00Z,c073,c060,9462
8599,2026-08-28T18:42:00Z,c073,m029,20225
8600,2026-08-28T18:46:00Z,c073,m010,11564
8601,2026-08-28T18:50:00Z,c073,m010,11700
8602,2026-08-28T18:53:00Z,c017,m010,19077
8603,2026-08-28T18:56:00Z,c130,m035,14976
8604,2026-08-28T19:03:00Z,c113,c011,1570
8605,2026-08-28T19:04:00Z,c123,m005,2453
8606,2026-08-28T19:04:00Z,c142,c075,23268
8607,2026-08-28T19:08:00Z,c081,m017,2000
8608,2026-08-28T19:11:00Z,c136,c120,10823
8609,2026-08-28T19:15:00Z,c160,m026,6571
8610,2026-08-28T19:16:00Z,c125,c063,5541
8611,2026-08-28T19:18:00Z,c173,m014,4195
8612,2026-08-28T19:21:00Z,c049,m030,1124
8613,2026-08-28T19:21:00Z,c118,m009,1573
8614,2026-08-28T19:28:00Z,c011,x-structuring-03-0,910000
8615,2026-08-28T19:36:00Z,c083,m009,1695
8616,2026-08-28T19:40:00Z,c106,m023,16960
8617,2026-08-28T19:54:00Z,c011,x-structuring-03-1,950000
8618,2026-08-28T19:57:00Z,c028,m029,1701
8619,2026-08-28T20:03:00Z,c055,m007,1803
8620,2026-08-28T20:03:00Z,c132,m013,28561
8621,2026-08-28T20:04:00Z,c012,m038,1254
8622,2026-08-28T20:08:00Z,c082,m033,24745
8623,2026-08-28T20:12:00Z,c173,x-structuring-14-0,980000
8624,2026-08-28T20:20:00Z,c068,m038,3856
8625,2026-08-28T20:24:00Z,c082,m009,8968
8626,2026-08-28T20:31:00Z,c017,c024,14843
8627,2026-08-28T20:34:00Z,c086,m017,4111
8628,2026-08-28T20:36:00Z,c010,m023,2998
8629,2026-08-28T20:47:00Z,c132,m013,17965
8630,2026-08-28T20:59:00Z,c173,x-structuring-14-0,990000
8631,2026-08-28T21:09:00Z,c148,m001,11185
8632,2026-08-28T21:27:00Z,c087,m019,27468
8633,2026-08-28T21:28:00Z,c129,m039,6287
8634,2026-08-28T21:41:00Z,c086,m017,7532
8635,2026-08-28T21:41:00Z,c160,m019,16304
8636,2026-08-28T21:42:00Z,c010,m003,3016
8637,2026-08-28T22:19:00Z,c025,m019,23699
8638,2026-08-28T22:21:00Z,c025,m022,11975
8639,2026-08-28T22:24:00Z,c044,c015,1698
8640,2026-08-28T22:25:00Z,c010,c047,2108
8641,2026-08-28T22:26:00Z,c160,m000,12910
8642,2026-08-28T22:27:00Z,c025,c068,4016
8643,2026-08-28T22:49:00Z,c049,m019,1133
8644,2026-08-28T23:24:00Z,c062,m025,9577
8645,2026-08-29T00:04:00Z,c087,m019,35152
